doi,title,abstract,date,category,disease_label,keyword_used
10.1101/2020.01.30.927020,A litmus test for harmonized mosquito monitoring across Europe and Africa,"The accelerating rate of outbreaks from mosquito borne diseases are urging the development of updated and effective tools for the surveillance of insect populations and their larval habitats. Harmonized field protocols help to build a comprehensive picture on species-specific vector ecology and generate important knowledge for implementing coordinated mosquito surveillance programs at regional scales and across continents. In this study, we test the efficiency and potential barriers of available harmonized protocols from earlier EU project VectorNet. As a kind of litmus test for such protocols, we specifically aim to capture the ecoregional variation of breeding site characteristics and population density of five mosquito vectors in Europe and Africa. As expected, the five species considered show different aquatic habitat preferences. Culex pipiens, Aedes albopictus in Europe and Ae. aegypti in Africa select breeding habitats within specific volume classes, while Anopheles gambiae and An. coluzzii may select breeding habitats based on seasonal availability. Population densities in aquatic habitats greatly varied across species and countries, but larval production sites of Ae. albopictus generate populations with higher ratio of pupae compared to the other species. This result underlines the fundamental ecological difference between the selected vector species disregarding of the ecoregion. Mean water temperatures had limited variation across species and higher among countries. Understanding the ecology of native and non-native mosquito vectors is key in evaluating transmission risks for diseases such as West Nile, chikungunya and dengue fevers, zika and malaria. The available harmonized field protocols are a valuable tool for achieving homogeneous mosquito surveillance in Europe and Africa.",2020-01-31,ecology,Dengue,Dengue
10.1101/2019.12.20.883363,Empirical dynamic modeling reveals ecological drivers of dengue dynamics,"Experiments and models suggest that climate affects mosquito-borne disease transmission. However, disease transmission involves complex nonlinear interactions between climate and population dynamics, which makes detecting climate drivers at the population level challenging. By analyzing incidence data, estimated susceptible population size, and climate data with methods based on nonlinear time series analysis (collectively referred to as empirical dynamic modeling), we identified drivers and their interactive effects on dengue dynamics in San Juan, Puerto Rico. Climatic forcing arose only when susceptible availability was high: temperature and rainfall had net positive and negative effects, respectively. By capturing mechanistic, nonlinear, and context-dependent effects of population susceptibility, temperature, and rainfall on dengue transmission empirically, our model improves forecast skill over recent, state-of-the-art models for dengue incidence. Together, these results provide empirical evidence that the interdependence of host population susceptibility and climate drive dengue dynamics in a nonlinear and complex, yet predictable way.",2020-07-07,ecology,Dengue,Dengue
10.1101/2020.06.25.172544,Megakaryopoiesis in Dengue virus infected K562 cell promotes viral replication which inhibits endomitosis and accumulation of ROS associated with differentiation,"In the human host blood Monocytes and bone marrow Megakaryocytes are implicated as major sites supporting high replication. The human K562 cell line supports DENV replication and represent Megakaryocyte-Erythrocyte progenitors (MEP), replicating features of in vivo Megakaryopoiesis upon stimulation with Phorbol esters. In this article, we report results that indicate the mutual influence of Megakaryopoiesis and DENV replication on each other, through comparison of PMA-induced differentiation of either mock-infected or DENV-infected K562 cells. We present data showing PMA-induced differentiation to drastically increase DENV replication and a concomitant augmented secretion of infectious virus. Although the mechanism is not clear yet, we show that it is not through an increased uptake of virus by differentiated cells. On the other hand, DENV replication in cells undergoing PMA-induced differentiation, interferes with major differentiation markers of Megakaryopoiesis including activation of ERK1/2 MAP Kinase, endomitosis and surface expression of platelet-specific proteins without any drastic effect on cell death. Among signaling intermediaries of the JAK-STAT pathway, we observed infection associated degradation of SOC3 protein similar to earlier observations with STAT2. DENV infection leads to accumulation of Reactive-oxygen species (ROS) in different cells including K562. PMA-induced differentiation of uninfected K562 cells also leads to intracellular ROS accumulation. Interestingly, we observed ROS accumulation to be suppressed by concomitant DENV replication in K562 cells undergoing PMA-induced differentiation. This is the first report of a model system where DENV replication suppresses intracellular ROS accumulation. The implications of these results for Megakaryopoiesis and viral replication would be discussed.Competing Interest StatementThe authors have declared no competing interest.View Full Text",2020-06-26,microbiology,Dengue,Dengue
10.1101/2020.09.17.300806,Three-dimensional structure of a flavivirus dumbbell RNA reveals molecular details of an RNA regulator of replication,"Mosquito-borne flaviviruses (MBFVs) including dengue, West Nile, yellow fever, and Zika viruses have an RNA genome encoding one open reading frame flanked by 5' and 3' untranslated regions (UTRs). The 3' UTRs of MBFVs contain regions of high sequence conservation in structured RNA elements known as dumbbells (DBs) that regulate translation and replication of the viral RNA genome, functions proposed to depend on the formation of an RNA pseudoknot. To understand how DB structure provides this function, we used x-ray crystallography and structural modeling to reveal the details of its three-dimensional fold. The structure confirmed the predicted pseudoknot and molecular modeling revealed how conserved sequences form a four-way junction that appears to stabilize the pseudoknot. Single-molecule FRET suggests that the DB pseudoknot is a stable element that can regulate the switch between translation and replication during the viral lifecycle by modulating long-range RNA conformational changes.",2020-09-17,microbiology,Dengue,Dengue
10.1101/2020.09.09.290031,"American mammals susceptibility to dengue according to geographical, environmental and phylogenetic distances","Many human emergent and re-emergent diseases have a sylvatic cycle. Yet, little effort has been put into discovering and modeling the wild mammal reservoirs of dengue (DENV), particularly in the Americas. Here, we show a species-level susceptibility prediction to dengue of wild mammals in the Americas as a function of the three most important biodiversity dimensions (ecological, geographical, and phylogenetic spaces), using machine learning protocols. Model predictions showed that different species of bats would be highly susceptible to DENV infections, where susceptibility mostly depended on phylogenetic relationships among hosts and their environmental requirement. Mammal species predicted as highly susceptible coincide with sets of species that have been reported infected in field studies, but it also suggests other species that have not been previously considered or that have been captured in low numbers. Also, the environment (i.e., the distance between the species optima in bioclimatic dimensions) in combination with geographic and phylogenetic distance is highly relevant in predicting susceptibility to DENV in wild mammals. Our results agree with previous modeling efforts indicating that temperature is an important factor determining DENV transmission, and provide novel insights regarding other relevant factors and the importance of considering wild reservoirs. This modeling framework will aid in the identification of potential DENV reservoirs for future surveillance efforts.",2020-09-10,ecology,Dengue,Dengue
10.1101/2020.06.18.160317,Wolbachia and virus alter the host transcriptome at the interface of nucleotide metabolism pathways,"Wolbachia is a maternally transmitted bacterium that manipulates arthropod and nematode biology in myriad ways. The Wolbachia strain colonizing Drosophila melanogaster creates sperm-egg incompatibilities and protects its host against RNA viruses, making it a promising tool for vector control. Despite successful trials using Wolbachia-transfected mosquitoes for Dengue control, knowledge of how Wolbachia and viruses jointly affect insect biology remains limited. Using the Drosophila model, transcriptomics and gene expression network analyses revealed pathways with altered expression and splicing due to Wolbachia colonization and virus infection. Included are metabolic pathways previously unknown to be important for Wolbachia-host interactions. Additionally, Wolbachia-colonized flies exhibit a dampened transcriptomic response to virus infection, consistent with early blocking of virus replication. Finally, using Drosophila genetics, we show Wolbachia and expression of nucleotide metabolism genes have interactive effects on virus replication. Understanding the mechanisms of pathogen blocking will contribute to the effective development of Wolbachia-mediated vector control programs.",2020-06-19,microbiology,Dengue,Dengue
10.1101/2020.06.02.129460,Species composition and risk of transmission of Aedes-borne arboviruses around some Yellow hotspot areas in Northern Ghana,"Aedes-borne viral diseases mainly Yellow Fever (YF), Dengue (DEN), Zika (ZIK) and Chikungunya (CHK) have contributed to many deaths in the world especially in Africa. There have been major outbreaks of these diseases in West Africa. YF outbreaks have occurred in Ghana. Although Ghana has not recorded any outbreak of DEN, ZIK and CHK, the risk is high due to its proximity to West African countries where outbreaks have been recently been recorded. This study assessed the risk of transmission of Yellow fever (YFV), Dengue (DENV), Chikungunya (CHKV) and Zika (ZIKV) viruses in Larabanga and Mole Game Reserve areas in Northern Ghana. The immature and adult stages of Aedes mosquitoes were collected from Larabanga and Mole Game Reserve area. There was a significant (P>0.001) number of mosquitoes collected during the rainy season than the dry season. A total of 1,930 Aedes mosquitoes were collected during the rainy season and morphologically identified. Of these, 1,915 (99.22%) were Aedes aegypti and 15 (0.22%) were Aedes vittatus. During the dry season, 27 Aedes aegypti mosquitoes were collected. A total of 415 Ae. aegypti mosquitoes were molecularly identified to subspecies level of which Aedes (Ae) aegypti aegypti was the predominant subspecies. Both Ae. aegypti aegypti and Ae aegypti formosus exist in sympatry in the area. All Aedes pools (75) were negative for DENV, ZIKV and CHKV when examined by RT-PCR. Three Larval indices namely House Index, HI (percentage of houses positive for Aedes larvae or pupae), Container Index, CI (the percentage of containers positive for Aedes larvae or pupae) and Breteau Index, BI (the number of positive containers (with larvae and/or pupae per 100 inspected houses) were assessed as a measure for risk of transmission. The HI, CI and BI for both sites were as follows; Mole game reserve (HI, 42.1%, CI, 23.5% and BI, 100 for rainy season and 0 for all indices for dry season) and Larabanga (39%, 15.5% and 61 for rainy season and 2.3%, 1.3% and 2.3 for dry season). The spatial distribution of Aedes breeding sites in both areas indicated that Aedes larvae were breeding in areas with close proximity to humans. Lorry tires were the main source of Aedes larvae in all the study areas. Information about the species composition and the potential role of Aedes mosquitoes in future outbreaks of the diseases that they transmit is needed to design efficient surveillance and vector control tools.",2020-06-02,ecology,Dengue,Dengue
10.1101/2020.05.08.083949,Whole Genome Sequences of Aedes aegypti (Linn.) Field Isolates from Southern India,"Aedes spp. mosquitoes are a major health concern as they transmit several viral pathogens resulting in millions of deaths annually around the world. This is compounded by the emergence of insecticide-resistant strains and global warming, which could expose more than half of the world's population to Aedes-borne diseases in the future. Therefore, a comprehensive understanding of vector biology and the genomic basis of phenotypes such as insecticide resistance in natural populations are of paramount importance. Here, we sequenced the genome of Aedes aegypti mosquitos sampled from dengue-endemic areas and investigated the genetic variations between the previously reported laboratory-reared strain and our field isolates. The mosquito genomic DNA was used for paired-end sequencing using the Illumina platform. The reads were used for template-based assembly and mapped to the Aedes aegypti reference genome. Stringent parameters and multiple variant calling methods were used to identify unique single nucleotide variants (SNVs) and insertions-deletions (indels) and mapped to the Aedes chromosomes to create a draft consensus genome. Gene Ontology analyses was performed on the variant-enriched genes while two gene families involved in insecticide resistance were used for comparative sequence and phylogenetic analyses. Comparative sequence variant analyses showed that the majority of the high-quality variants in our samples mapped to non-coding regions of the genome, while gene ontology analyses of genic variants revealed enrichment of terms relevant to drug binding and insecticide resistance. Importantly, one mutation implicated in pyrethroid resistance was found in one Aedes sample. This is the first report of genome sequences of A. aegypti field isolates from India which reveals variants specific to the wild population. This is a useful resource which will facilitate development of robust integrated vector control strategies for management of Aedes-borne diseases through genetic manipulation of local mosquito populations.",2020-05-09,genomics,Dengue,Dengue
10.1101/2020.11.07.368720,Non-canonical odor coding ensures unbreakable mosquito attraction to humans,"Female Aedes aegypti mosquitoes are a persistent human foe, transmitting arboviruses including dengue and yellow fever when they bite us to obtain a blood meal. Mosquitoes are intensely attracted to human-emitted body odor, heat, and carbon dioxide, which they detect using three different large multi-gene families encoding odor-gated ion channels. Genetic mutations that cause profound disruptions to the olfactory system have modest effects on human attraction, suggesting significant redundancy in odor coding. The canonical view is that olfactory sensory neurons each express a single chemosensory receptor that defines its ligand selectivity. Using immunostaining, RNA in situ hybridization, and single nucleus RNA sequencing, we discovered that Aedes aegypti uses an entirely different organizational principle, with many neurons co-expressing multiple chemosensory receptor genes. In vivo electrophysiology demonstrates that the broad ligand-sensitivity of mosquito olfactory neurons is due to this non-canonical co-expression. The redundancy afforded by an olfactory system in which many neurons co-express multiple receptors with different chemical sensitivity may greatly increase the robustness of the mosquito olfactory system and explain our longstanding inability to engineer new compounds that disrupt the detection of human body odor by mosquitoes.",2020-11-08,neuroscience,Dengue,Dengue
10.1101/2020.08.27.269720,Epidemiology of Dengue viral infection in Nepal: 2006-2019,"BackgroundDengue is one of the newest emerging diseases in Nepal with increasing burden and geographic spread over the last 14 years. The main objective of this study was to explore the spatio-temporal epidemiological patterns of Dengue since its first report (2006) till 2019 in Nepal.

MethodsThis study is a retrospective analysis of dengue data available from the Epidemiological Disease Control Division (EDCD) of Government of Nepal. The data in this study cover the last 14 years (2006-2019) of reported dengue cases in Nepal. Epidemiological trend and spatio-temporal analyses were performed. Maps of reported case incidence were created using QGIS version 3.4.

ResultsSince the first report of dengue in a foreigner in 2004, Nepal reported a total of 17,992 dengue cases in 68 districts of Nepal in 2019. The incidence was approximately five times higher in 2018 (Incidence Rate Ratio (IRR): 4.8; 95% CI: 1.5 - 15.3) and over 140 times higher in 2019 (IRR: 141.6; CI: 45.8 - 438.4). Population density was not a statistically significant predictor of case incidence. Mean elevation had a negative association with case incidence. A one standard deviation increase in elevation was associated with a 90% decrease in reported case incidence (IRR: 0.10; CI: 0.01 - 0.20). However, the association with mean elevation varied across the years. In comparison to 2016, incidence was greater at higher elevations in 2018 (IRR: 22.7; CI: 6.0 - 86.1) and 2019 (IRR: 9.6; CI: 2.6 - 36.1).

ConclusionThere is a high risk of dengue outbreak in the Terai region with increasing spread towards the mid-mountains and beyond as seen over the last 14 years. Urgent measures are required to increase the availability of diagnostics and resources to mitigate future dengue epidemics. Findings from this study can inform the spatio-temporal distribution of dengue and can help in resource allocation and priority setting for future epidemic.

Author summaryDengue in humans is caused by four different serotypes (DENV-1, DENV-2, DENV-3 & DENV-4). Globally it is the most pervasive vector borne diseases with increasing number of cases in recent years. Dengue is one of the youngest emerging diseases in Nepal with increasing cases and spread from the tropical lowland to the highland (hilly) regions. We conducted a spatio-temporal analysis of national data to consolidate the information using QGIS to measure the dengue incidence at district levels of Nepal. Spatio-temporal analysis exploring the incidence and distribution of dengue cases aids in identification of high-risk areas which can ultimately enable national dengue programme to mobilize and allocate resources for the control and treatment. This study shows, the persistent high risk of dengue outbreak in lowland Terai region with annual rise in the risk of spread towards the mid-mountains and beyond. Urgent measures are required to increase the diagnostics and resources to mitigate the epidemic burden of dengue in Terai and peripheral regions.",2020-08-27,microbiology,Dengue,Dengue
10.1101/2020.10.27.354563,Aglycone polyether ionophores as broad-spectrum agents inhibit multiple enveloped viruses including SARS-CoV-2 in vitro and successfully cure JEV infected mice,"Infections with zoonotic viruses, such as flaviviruses, influenza virus, and the SARS-CoV-2 pandemic coronavirus constitute an increasing global risk. Hence, an urgent need exists for the development of broad-spectrum antivirals to prevent such outbreaks. Here, we show that the maduramycin and CP-80,219 aglycone polyether ionophores exhibit effective broad-spectrum antiviral activity, against various viruses, including Japanese encephalitis virus (JEV), Dengue virus (DENV), Zika virus (ZIKV), and Chikungunya virus (CHIKV), while also exhibiting promising activity against PR8 influenza virus and SARS-CoV-2. Moreover, liposome-encapsulated maduramycin and CP-80,219 provide full protection for mice from infection with JEV in vivo. Mechanistic studies suggest that aglycone polyether ionophores primarily inhibit the viral replication step without blocking endosome acidification to promote the fusion between viral and cellular membranes. The successful application of liposomes containing aglycone polyether ionophores in JEV-infected mice offers hope to the development of broad-spectrum antiviral drugs like penicillin back to 1940s.",2020-10-28,microbiology,Dengue,Dengue
10.1101/2020.05.19.104372,"Household and climate factors influence Aedes aegypti risk in the arid city of Huaquillas, Ecuador","Arboviruses transmitted by Aedes aegypti (e.g., dengue, chikungunya, Zika) are of major public health concern on the arid coastal border of Ecuador and Peru. This high transit border is a critical disease surveillance site due to human movement-associated risk of transmission. Local level studies are thus integral to capturing the dynamics and distribution of vector populations and social-ecological drivers of risk, to inform targeted public health interventions. Our study examines factors associated with household-level Ae. aegypti presence in Huaquillas, Ecuador, while accounting for spatial and temporal effects. From January to May of 2017, adult mosquitoes were collected from a cohort of households (n = 63) in clusters (n = 10), across the city of Huaquillas, using aspirator backpacks. Household surveys describing housing conditions, demographics, economics, travel, disease prevention, and city services were conducted by local enumerators. This study was conducted during the normal arbovirus transmission season (January - May), but during an exceptionally dry year. Household level Ae. aegypti presence peaked in February, and counts were highest in weeks with high temperatures and a week after increased rainfall. Presence of Ae. aegypti was highly variable between clusters. Hierarchical generalized linear models were used to explore household social-ecological variables and female Ae. aegypti presence. Houses with Ae. aegypti used larvicide in water tanks and had high awareness of dengue transmission. We found that homes were more likely to have Ae. aegypti when heads of household had lived in the neighborhoods for longer than average (>22 years), when households had more occupants than average (>4.5), had a female head of household, and received more frequent garbage collection. Ae. aegypti presence was less likely in households with reliable water supply and septic systems. Based on our findings, infrastructure access, urban occupancy patterns, and seasonal climate are important considerations for vector control in this city, and even in dry years, this arid environment supports Ae. aegypti breeding habitat.

Author summaryMosquito transmitted infectious diseases are a growing concern around the world. The yellow fever mosquito (Aedes aegypti) has been responsible for recent major outbreaks of disease, including dengue fever and Zika. This mosquito prefers to bite humans and lay its eggs in artificial containers such as water tanks and planters. This makes Ae. aegypti well suited to become established in growing urban areas. Controlling these mosquitoes has been an important way to reduce the risk of disease transmission. Studies that are undertaken to understand local factors that contribute to the continued survival of the mosquito can be used to inform control practices. We conducted a study in the largest city on the border of Ecuador and Peru where we collected adult mosquitoes from houses and surveyed household members about their behaviors, perceptions, and housing infrastructure associated with the mosquito vector. Mosquitoes were most numerous in weeks with high temperatures and a week after increased rainfall. Larvicide was a commonly used control strategy in homes where Ae. aegypti was present. We found that houses that had more people, female heads of household, heads of household that had lived in the neighborhood for a long time, and had unreliable water service, were more likely have mosquitoes present, while houses that used septic systems were less likely to have mosquitoes present.",2020-05-22,ecology,Dengue,Dengue
10.1101/2020.03.24.005900,Topoisomerase III-beta is required for efficient replication of positive-sense RNA viruses,"Based on genome-scale loss-of-function screens we discovered that Topoisomerase III-{beta} (TOP3B), a human topoisomerase that acts on DNA and RNA, is required for yellow fever virus and dengue virus-2 replication. Remarkably, we found that TOP3B is required for efficient replication of all positive-sense-single stranded RNA viruses tested, including SARS-CoV-2. While there are no drugs that specifically inhibit this topoisomerase, we posit that TOP3B is an attractive anti-viral target.",2020-03-27,microbiology,Dengue,Dengue
10.1101/2020.08.22.262527,Development of a pan-neuronal genetic driver in Aedes aegypti mosquitoes,"The mosquito Aedes aegypti is the primary worldwide vector of arboviruses that infect humans, including dengue, Zika, chikungunya, and yellow fever. Recent advances in transgenic technology have yielded important new insight into the biology of this disease vector. The early development of neurogenetic tools, in particular, is beginning to shed light on the neural basis of behaviors that allow Ae. aegypti to thrive in human environments and find and bite human hosts. Despite these advances, a pan-neuronal expression driver remains elusive. Pan-neuronal drivers give researchers genetic access to all neurons and thus provide a critical entry point for circuit dissection. Here, we describe our efforts to generate pan-neuronal drivers in Ae. aegypti via targeted knock-in of in-frame reporter constructs to the native coding sequence of broadly expressed neural genes with CRISPR/Cas9. Two of five attempts were successful, resulting in a Syt1:GCaMP6s strain that expresses synaptically-localized GCaMP in all neurons and a brp-T2A-QF2w driver strain that can be used to drive and amplify expression of any effector in all neurons via the Q binary system. We show that both manipulations broadly and uniformly label the nervous system and have only mild effects on behavior. We envision that these strains will facilitate neurobiological research in Ae. aegypti mosquitoes and provide documentation of both successful and failed manipulations as a roadmap for similar tool development in other non-model species.",2020-08-22,neuroscience,Dengue,Dengue
10.1101/2020.01.29.924746,Effect of Altitude on Wing Metric Variation of Aedes aegypti (Diptera: Culicidae) in a Region of the Colombian Central Andes,"In mosquitoes of medical importance, wing shape and size can vary with altitude, an aspect that can influence dispersion and, consequently, their vector capacity. Using geometric morphometry analysis, Aedes aegypti wing size and shape variation of males and females was studied in four altitudes in the second-smallest department in Colombia: 1.200 m (Tebaida), 1.400 m (Armenia), 1.500 m (Calarca), and 1.700 m (Filandia). Wing shape in males (P < 0.001) and females (P < 0.001) was significantly different through the altitudinal gradient; in turn, wing size in males followed the altitudinal gradient (Males R2 = 0.04946, P = 0.0002), Females (R2 = 0.0011, P = 0.46). Wing allometry for males (P < 0.001) and females (P < 0.001) was significant. Likewise, the shape and size of the wings of males (P < 0.001) and females (P < 0.001) had significant fluctuating asymmetry. It is concluded that, in a small scale with an altitudinal variation of 500 meters, it is detected that the size and shape of the wings varied in A. aegypti, principal vector of dengue, chikungunya, and Zika. The fluctuating asymmetry is present in the individuals studied and could be associated with environmental effects caused by vector control campaigns present in some sampling locations.",2020-01-29,evolutionary biology,Dengue,Dengue
10.1101/2020.09.16.299487,"Wing Geometry and Genetic Analyses Reveal Contrasting Spatial Structures between Male and Female Aedes aegypti Populations in Metropolitan Manila, Philippines","BackgroundMany important arboviral diseases (e.g. dengue, chikungunya) are transmitted by the bite of a female mosquito vector, Aedes aegypti. Hence, the population genetic structure of the mosquito has been studied in order to understand its role as an efficient vector. Several studies utilized an integrative approach; to combine genetic and phenotypic data to determine the population structure of Ae. aegypti but these studies have only focused on female populations. To address this particular gap, our study compared the population variability and structuring between male and female Ae. aegypti populations using phenotypic (wing geometry) and genetic (microsatellites) data from a highly-urbanized and dengue-endemic region of the Philippines, Metropolitan Manila.

MethodsFive mosquito populations comprised of female (n = 137) and male (n = 49) adult Ae. aegypti mosquitoes were used in this study. All mosquito individuals underwent geometric morphometric (26 landmarks), and genetic (11 microsatellite loci) analyses.

ResultsResults revealed that FST estimates (genetic) were 0.055 and 0.009 while QST estimates (phenotypic) were 0.318 and 0.309 in in male and female populations, respectively. Wing shape variation plots showed that male populations were distinctly separated from each other while female populations overlapped. Similarly, discriminant analysis of principal components using genetic data revealed that male populations were also distinctly separated from each other while female populations showed near-overlapping populations. Genetic and phenetic dendrograms showed the formation of two groups in male populations but no groups in female populations. Further analysis indicated a significant correlation (r = 0.68, p = 0.02) between the genetic and phenetic distances of male populations. Bayesian analysis using genetic data also detected multiple clusters in male (K = 3) and female (K = 2) populations, while no clusters were detected using the phenotypic data from both sexes.

ConclusionsOur results revealed contrasting phenotypic and genetic patterns between male and female Ae. aegypti, indicating that male populations were more spatially structured than female populations. Although genetic markers demonstrated higher sensitivity in detecting population structures than phenotypic markers, correlating patterns of population structure were still observed between the two markers.",2020-09-16,zoology,Dengue,Dengue
10.1101/2020.05.17.100388,Potent programmable antiviral against dengue virus in primary human cells by Cas13b RNP with short spacer and delivery by virus-like particle,"With sequencing as a standard frontline protocol to identify emerging viruses such zika virus and SARS-CoV2, direct utilization of sequence data to program antivirals against the viruses could accelerate drug development to treat their infections. CRISPR-Cas effectors are promising candidates that could be programmed to inactivate viral genetic material based on sequence data but several challenges such as delivery and design of effective crRNA need to be addressed to realize practical use. Here, we showed that virus-like particle (VLP) could deliver PspCas13b-crRNA ribonucleoprotein (RNP) in nanomolar range to efficiently suppress dengue virus infection in primary human target cells. Shortening spacer length could significantly enhance RNA-targeting efficiency of PspCas13b in mammalian cells compared to the natural length of 30 nucleotides without compromising multiplex targeting by a crRNA array. Our results demonstrate the potentials of applying PspCas13b RNP to suppress RNA virus infection, with implications in targeting host RNA as well.",2020-05-17,microbiology,Dengue,Dengue
10.1101/2020.01.25.919878,An Autoencoder and Artificial Neural Network-based Method to Estimate Parity Status of Wild Mosquitoes from Near-infrared Spectra,"BackgroundAfter mating, female mosquitoes need animal blood to develop their eggs. In the process of acquiring blood, they may acquire pathogens, which may cause different diseases to humans such as malaria, zika, dengue, and chikungunya. Therefore, knowing the parity status of mosquitoes is useful in control and evaluation of infectious diseases transmitted by mosquitoes, where parous mosquitoes are assumed to be potentially infectious. Ovary dissections, which currently are used to determine the parity status of mosquitoes, are very tedious and limited to very few experts. An alternative to ovary dissections is near-infrared spectroscopy (NIRS), which can estimate the age in days and the infectious state of laboratory and semi-field reared mosquitoes with accuracies between 80 and 99%. No study has tested the accuracy of NIRS for estimating the parity status of wild mosquitoes.

Methods and resultsIn this study, we train artificial neural network (ANN) models on NIR spectra to estimate the parity status of wild mosquitoes. We use four different datasets: An. arabiensis collected from Minepa, Tanzania (Minepa-ARA); An. gambiae collected from Muleba, Tanzania (Muleba-GA); An. gambiae collected from Burkina Faso (Burkina-GA); and An.gambiae from Muleba and Burkina Faso combined (Muleba-Burkina-GA). We train ANN models on datasets with spectra preprocessed according to previous protocols. We then use autoencoders to reduce the spectra feature dimensions from 1851 to 10 and re-train ANN models. Before the autoencoder was applied, ANN models estimated parity status of mosquitoes in Minepa-ARA, Muleba-GA, Burkina-GA and Muleba-Burkina-GA with out-of-sample accuracies of 81.9 {+/-} 2.8% (N=927), 68.7 {+/-} 4.8% (N=140), 80.3 {+/-} 2.0% (N=158), and 75.7 {+/-} 2.5% (N=298), respectively. With the autoencoder, ANN models tested on out-of-sample data achieved 97.1 {+/-} 2.2%, (N=927), 89.8 {+/-} 1.7% (N=140), 93.3 {+/-} 1.2% (N=158), and 92.7 {+/-} 1.8% (N=298) accuracies for Minepa-ARA, Muleba-GA, Burkina-GA, and Muleba-Burkina-GA, respectively.

ConclusionThese results show that a combination of an autoencoder and an ANN trained on NIR spectra to estimate parity status of wild mosquitoes yields models that can be used as an alternative tool to estimate parity status of wild mosquitoes, especially since NIRS is a high-throughput, reagent-free, and simple-to-use technique compared to ovary dissections.",2020-01-26,bioinformatics,Dengue,Dengue
10.1101/2020.10.15.341370,Clustered Rapid Induction of Apoptosis Limits ZIKV and DENV-2 Proliferation in the Midguts of Aedes aegypti,"Inter-host transmission of pathogenic arboviruses such as dengue virus (DENV) and Zika virus (ZIKV) requires systemic infection of the mosquito vector. Successful systemic infection requires initial viral entry and proliferation in the midgut cells of the mosquito followed by dissemination to secondary tissues and eventual entry into salivary glands1. Lack of arbovirus proliferation in midgut cells has been observed in several Aedes aegypti strains2, but the midgut antiviral responses underlying this phenomenon are not yet fully understood. We report here that there is a rapid induction of apoptosis (RIA) in the Aedes aegypti midgut epithelium within 2 hours of infection with DENV-2 or ZIKV in both in vivo blood-feeding and ex vivo midgut infection models. Inhibition of RIA led to increased virus proliferation in the midgut, implicating RIA as an innate immune mechanism mediating midgut infection in this mosquito vector.",2020-10-15,microbiology,Dengue,Dengue
10.1101/2020.03.30.016022,Old drugs with new tricks: Efficacy of fluoroquinolones to suppress replication of flaviviruses,"Antiviral therapies are urgently needed to treat infections with flaviviruses such as Zika (ZIKV) and dengue (DENV) virus. Repurposing FDA-approved compounds could provide the fastest route to alleviate the burden of flaviviral diseases. In this study, three fluoroquinolones, enoxacin, difloxacin and ciprofloxacin, curtailed replication of flaviviruses ZIKV, DENV, Langat (LGTV) and Modoc (MODV) in HEK-293 cells at low micromolar concentrations. Time-of-addition assays revealed that enoxacin suppressed ZIKV replication when added at 6 hours post-infection, suggesting inhibition of an intermediate step in the virus life cycle, whereas ciprofloxacin and difloxacin had a wider window of efficacy of 2, 6, and 8 hours post-infection for difloxacin and 2 to 8 hours post-infection for ciprofloxacin. The efficacy of enoxacin to suppress ZIKV replication in 5-week-old A129 mice was evaluated in two experiments. First, mice were infected with 1x105 plaque-forming units (pfu) ZIKV FSS13025 (n=20) or PBS (n=11) on day 0 and subsets were treated with enoxacin at 10mg/kg or 15mg/kg or diluent orally twice daily on days 1-5. Treated and control mice did not differ in weight change or virus titer in serum or brain. Mice treated with enoxacin showed a significant, 5-fold decrease in ZIKV titer in testes relative to controls. Second, mice were infected with 1x102 pfu ZIKV (n=13) or PBS (n=13) on day 0 and subsets were treated with 15mg/kg oral enoxacin or diluent twice daily on days 0 (pre-treatment) and 1-5. Mice treated with enoxacin showed a significant, 2.5-fold decrease in ZIKV titer in testes relative to controls, while weight and viral load in the serum, brain, and liver did not differ between treated and control mice. Enoxacin efficacy in cultured murine Sertoli cells was not enhanced compared to efficacy in HEK-293 cells. ZIKV can be sexually transmitted, so reduction of titer in the testes by enoxacin should be further investigated.

Author SummaryFlaviviruses such as Zika and dengue virus pose a significant threat to public health worldwide, and there are currently no antiviral therapies to treat any flaviviral infection. Repurposing FDA-approved drugs as anti-flaviviral therapies can accelerate clinical use. We demonstrated that fluoroquinolone antibiotics exhibit anti-flaviviral efficacy, suppressing flavivirus replication in cultured human cells. Additionally, we found that the fluoroquinolone enoxacin suppressed Zika virus replication in mouse testes. While Zika virus is primarily transmitted via mosquitoes, the virus also undergoes sexual transmission. The importance of sexual transmission for the overall epidemiology of the virus remains unclear; nonetheless all routes of potential transmission to pregnant women are of concern as fetal infection in utero can have devastating effects. Thus, our data indicate that fluoroquinolones hold promise for treatment of flaviviral infections, particularly infection of the testes by Zika virus, and that this class of drugs warrants further study.",2020-04-01,microbiology,Dengue,Dengue
